,hotel_name,city_id,hotel_adress,hotel_note,hotel_lat,hotel_lon,hotel_href,hotel_desc
127,La Légende des 2 Pierres,11,"93, rue Rempart Sud, 68420 Eguisheim, France",9.0,48.04299853,7.30448939,https://www.booking.com/hotel/fr/la-legende-des-2-pierres.fr.html,"Situé dans le pittoresque village d'Eguisheim, l'appartement indépendant La Légende des 2 Pierres offre une vue sur la montagne. Un local à skis est à votre disposition.

Ce logement climatisé est doté d'un coin salon avec une télévision à écran plat, d'un lave-linge et d'une salle de bains munie d'une douche. La kitchenette est équipée d'un four, d'un four micro-ondes et d'un réfrigérateur.

Une connexion Wi-Fi est accessible gratuitement. Des épiceries et des restaurants vous attendent à quelques pas. Dans les environs, vous pourrez pratiquer la randonnée à pied et à vélo. Colmar se trouve à seulement 15 minutes en voiture."
128,Hotel SPA Husseren Collections - Proche Colmar - Eguisheim,11,"Rue du Schlossberg, 68420 Eguisheim, France",8.8,48.03498767,7.27613837,https://www.booking.com/hotel/fr/husseren-les-chateaux.fr.html,"L'hôtel, avec terrasses orientées au sud, est situé entre vignes et forêt, au pied des ruines des trois châteaux au cœur de l'Alsace, sur la route des vins, à 6 km de Colmar, 70 km de Strasbourg.

L'établissement dispose d'un restaurant bistronomique, le ""Bain de Forêt"", avec une terrasse donnant sur la forêt. Vous pourrez également profiter d'une piscine intérieure, d'un sauna et de salles de séminaire lumineuses dotées de matériel professionnel et d'une connexion Wi-Fi.

Le personnel de l'Hotel Restaurant & Spa Husseren Collections parle anglais, allemand, danois et italien. Neuf bornes de recharge (dont 3 tesla) pour les voitures électriques sont disponibles sur place.

Un parking est disponible gratuitement."
129,Chambre Pin Up Wings,11,"11 Rue du Riesling, 68420 Eguisheim, France",9.6,48.0424275,7.308131,https://www.booking.com/hotel/fr/chambre-pin-up-wings.fr.html,"Situé à Eguisheim, à 6,1 km de la Maison des Têtes et à 6,6 km de la collégiale Saint-Martin, La Chambre Pin Up Wings dispose d'une terrasse et de la climatisation. Vous séjournerez à environ 9,2 km du parc des expositions Colmar Expo, à 33 km du château du Haut Koenigsbourg et à 38 km du parc des expositions de Mulhouse. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement et la gare de Colmar se trouve à 5,3 km.

Cette maison d'hôtes est équipée d'une télévision à écran plat. Les serviettes et le linge de lit sont fournis. Cet établissement est non-fumeurs.

La gare de Mulhouse se trouve à 40 km de la maison d'hôtes. L'aéroport le plus proche, celui de Mulhouse-Fribourg, est situé à 54 km."
130,Charmant studio avec parking,11,"2 Rue de la Tuilerie, 68420 Eguisheim, France",9.8,48.04549309,7.31131214,https://www.booking.com/hotel/fr/charmant-studio-avec-parking-eguisheim.fr.html,"Situé à Eguisheim, à seulement 5,4 km de la gare de Colmar, le Charmant studio avec parking offre une vue sur la montagne et met gratuitement à votre disposition une connexion Wi-Fi ainsi qu'un parking privé. Cet hébergement climatisé se trouve à 6,1 km de la Maison des Têtes. Cet établissement non-fumeurs se trouve à 6,5 km de la collégiale Saint-Martin.

Situé au rez-de-chaussée, cet appartement récemment rénové comprend une chambre, une télévision à écran plat ainsi qu'une cuisine entièrement équipée avec un four, un micro-ondes, un lave-linge, un grille-pain et un réfrigérateur. Les serviettes et le linge de lit sont fournis. Il offre une vue sur le jardin.

Vous séjournerez à 9,4 km du parc des expositions Colmar Expo et à 34 km du château du Haut Koenigsbourg. L'aéroport le plus proche, celui de Mulhouse-Fribourg, est situé à 54 km."
131,Hotel Colmar Vignes Eguisheim,11,"2 rue des Trois Châteaux, 68420 Eguisheim, France",8.8,48.04327133,7.30412185,https://www.booking.com/hotel/fr/auberge-des-comtes.fr.html,"Situé à 200 mètres du centre-ville d'Eguishein et à 10 minutes en voiture de Colmar, l'Hotel Colmar Vignes Eguisheim met gratuitement à votre disposition une connexion Wi-Fi ainsi qu'un parking privé.

Les chambres sont équipées d'une télévision. Certaines sont dotées d'un balcon privé.

Chaque matin, un petit-déjeuner buffet est servi.

La route des vins d'Alsace et les Vosges sont facilement accessibles depuis l'Hotel Colmar Vignes Eguisheim."
132,Gîte de charme sur les remparts,11,"25 Rue du Rempart Nord, 68420 Eguisheim, France",9.0,48.0437864,7.3057051,https://www.booking.com/hotel/fr/gite-de-charme-sur-les-remparts.fr.html,"Offrant une vue sur la rue calme, le Gîte de charme sur les remparts est un hébergement situé à Eguisheim, à 6,4 km de la Maison des Têtes et à 6,8 km de la collégiale Saint-Martin. Offrant une vue sur le jardin et la ville, il se trouve à 5,6 km de la gare de Colmar. Il propose une réception ouverte 24h/24 et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux.

Cet appartement d'une chambre comprend un salon avec une télévision par satellite à écran plat, une cuisine entièrement équipée avec un micro-ondes et un grille-pain ainsi qu'une salle de bains pourvue de chaussons. Une entrée privée vous mènera à l'appartement, où vous pourrez déguster des chocolats ou des biscuits. Cet établissement est non-fumeurs.

Un service de location de vélos est assuré sur place pour vous permettre de partir en randonnée dans les environs.

Vous séjournerez à 10 km du parc des expositions Colmar Expo et à 34 km du château du Haut Koenigsbourg. L'aéroport de Mulhouse-Fribourg, le plus proche, est implanté à 54 km."
133,La Grange du Pape - Annexe de l'Hôtel La Ferme du Pape,11,"13 Rue du Rempart Nord , 68920 Eguisheim, France",8.1,48.04349458,7.30439007,https://www.booking.com/hotel/fr/ha-tel-restaurant-a-la-ville-de-nancy.fr.html,"Situé à Eguisheim, à moins de 35 km du château du Haut Koenigsbourg et à 39 km du parc des expositions de Mulhouse, l'établissement La Grange du Pape - Annexe de l'Hôtel La Ferme du Pape propose des chambres. Vous séjournerez à 6,5 km de la Maison des Têtes, à 7 km de la collégiale Saint-Martin et à 10 km de Colmar Expo. Cet établissement non-fumeurs se trouve à 5,7 km de la gare de Colmar.

Toutes les chambres comprennent un bureau. Leur salle de bains privative est pourvue d'articles de toilette gratuits. Certaines offrent une vue sur la ville. Toutes les chambres sont équipées d'une télévision à écran plat et d'un sèche-cheveux.

La gare de Mulhouse se trouve à 41 km. L'aéroport le plus proche, celui de Mulhouse-Fribourg, est situé à 54 km."
134,Gite Le Petit Malsbach Eguisheim,11,"12 Allée Karl Gutmann, 68420 Eguisheim, France",9.2,48.04224054,7.3127051,https://www.booking.com/hotel/fr/gite-le-petit-malsbach-eguisheim.fr.html,"Offrant une vue sur la cour intérieure, le Gite Le Petit Malsbach Eguisheim est un hébergement situé à Eguisheim, à 6,6 km de la collégiale Saint-Martin et à 10 km de Colmar Expo. Cet hébergement climatisé se trouve à 5,3 km de la gare de Colmar. Vous pourrez profiter d'un parking privé sur place et d'une connexion Wi-Fi gratuite. Cet établissement non-fumeurs se trouve à 6,1 km de la Maison des Têtes.

Offrant une vue sur la montagne, cet appartement comprend une terrasse, une chambre, un salon, une télévision à écran plat, une cuisine équipée avec un lave-vaisselle et un four ainsi qu'une salle de bains pourvue d'une douche à l'italienne. Les serviettes et le linge de lit sont fournis. Pour plus d'intimité, l'hébergement dispose d'une entrée privée.

Le château du Haut Koenigsbourg se trouve à 34 km, tandis que le parc des expositions de Mulhouse est à 38 km. L'aéroport le plus proche, celui de Mulhouse-Fribourg, est situé à 54 km."
135,T3 cosy - Balcon - Parking free,14,"32 Chemin de la Prairie, 74000 Annecy, France",9.0,45.8924095,6.1197203,https://www.booking.com/hotel/fr/t3-cosy-balcon-parking-free.fr.html,"Bénéficiant d'un balcon, Le T3 cosy - Balcon - Parking free est situé à Annecy. Il se trouve à environ 36 km du lac du Bourget, à 41 km du stade de Genève et à 45 km du jet d'eau. Vous bénéficierez d'une connexion Wi-Fi gratuite dans l'ensemble des locaux. Rochexpo se trouve à 35 km.

Cet appartement comprend 2 chambres, une cuisine entièrement équipée et une salle de bains. Il dispose également d'une télévision à écran plat. Cet établissement est non-fumeurs.

Vous séjournerez à 45 km de la cathédrale Saint-Pierre et de la gare de Cornavin. L'aéroport de Chambéry-Savoie, le plus proche, est à 42 km."
136,La petite Venise,14,"26 rue Vaugelas, 74000 Annecy, France",8.7,45.9014158,6.1239177,https://www.booking.com/hotel/fr/la-petite-venise-annecy.fr.html,"La petite Venise est située à Annecy, à moins de 450 mètres du centre culturel de Bonlieu, à 550 mètres du palais de l'Île, à 650 mètres du château de la ville et à 8 minutes à pied de l'église Saint-François, dans une région propice à la randonnée. Vous bénéficierez d’une connexion Wi-Fi gratuite.

Cet appartement de 1 chambre comprend une télévision par câble à écran plat, un lave-linge et une salle de bains pourvue d’une douche. Sa cuisine équipée est munie d’un lave-vaisselle et d’un micro-ondes.

Vous séjournerez à proximité du palais de justice, du pont des Amours et de l’hôtel de ville d’Annecy. Enfin, l’aéroport d’Annecy Haute-Savoie Mont-Blanc, le plus proche, se trouve à 7 km de La petite Venise."
137,Les 3 Monts - vue panoramique sur les montagnes,14,"5 Rue du Docteur Gallet, 74000 Annecy, France",9.3,45.90946271,6.12729519,https://www.booking.com/hotel/fr/les-trois-monts-annecy.fr.html,"Offrant une vue sur la ville, l'établissement Les 3 Monts - vue panoramique sur les montagnes propose un hébergement avec un balcon, à environ 37 km du lac du Bourget. Occupant un bâtiment datant de 1960, il se trouve à 37 km du stade de Genève et à 41 km du jet d'eau. Vous bénéficierez d'une connexion Wi-Fi gratuite dans l'ensemble des locaux. Rochexpo se trouve à 32 km.

Cet appartement comprend une chambre ainsi qu'une cuisine équipée d'un four et d'un lave-vaisselle. Il comprend une télévision à écran plat, un coin salon et une salle de bains pourvue d'une douche. Vous pourrez admirer la vue sur la montagne depuis la terrasse, qui dispose également de mobilier de jardin. Cet établissement est non-fumeurs.

Vous séjournerez à 41 km de la gare de Cornavin et de la cathédrale Saint-Pierre. L'aéroport international de Genève, le plus proche, est à 42 km."
138,Gite à Eguisheim proche de Colmar et Kaysergberg.,11,"65 Rue du Rempart Sud, 68420 Eguisheim, France",9.2,48.0420202,7.3041974,https://www.booking.com/hotel/fr/gite-a-eguisheim-proche-de-colmar-et-kaysergberg.fr.html,"Offrant une vue sur le jardin, le Gite à Eguisheim proche de Colmar et Kaysergberg. L'hébergement est situé à Eguisheim, à 6,7 km de la Maison des Têtes et à 7,1 km de la collégiale Saint-Martin. L'établissement se trouve à environ 10 km du parc des expositions Colmar Expo, à 35 km du château du Haut Koenigsbourg et à 39 km du parc des expositions de Mulhouse. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement et la gare de Colmar se trouve à 5,9 km.

Cet appartement 1 chambre dispose d'un salon avec une télévision à écran plat, d'une cuisine entièrement équipée avec un lave-vaisselle et un four, ainsi que d'une salle de bains avec une douche à l'italienne. Les serviettes et le linge de lit sont fournis. Pour plus d'intimité, l'hébergement dispose d'une entrée privée.

Vous pourrez pratiquer diverses activités à Eguisheim et dans les environs, telles que la randonnée.

La gare de Mulhouse se trouve à 41 km. L'aéroport de Mulhouse-Fribourg est implanté à 54 km."
139,Studio hyper center 100m from the lake!,14,"6 Rue Vaugelas, 74000 Annecy, France",9.1,45.90169144,6.1263628,https://www.booking.com/hotel/fr/studio-hyper-centre-100m-du-lac.fr.html,"Offrant une vue sur la ville, Studio hyper centre à 100 mètres du lac! Situé à environ 36 km du lac du Bourget, il propose un hébergement avec balcon. Il se trouve à 41 km du stade de Genève et dispose d'un ascenseur. Il se trouve à 300 mètres du centre-ville et à 36 km de Rochexpo.

La cuisine est équipée d'un micro-ondes, d'un réfrigérateur et d'ustensiles. La salle de bains privative est pourvue d'un sèche-cheveux et d'articles de toilette gratuits. Pour plus d'intimité, l'hébergement dispose d'une entrée privée.

Vous séjournerez à 45 km du jet d'eau et de la gare de Cornavin. L'aéroport de Chambéry-Savoie, le plus proche, est implanté à 42 km."
140,Le Continental Beau T2 plein centre + parking,14,"11 Rue de Rumilly, 74000 Annecy, France",8.6,45.9002134,6.1179829,https://www.booking.com/hotel/fr/le-continental-beau-t2-plein-centre-parking.fr.html,"Situé dans le centre d'Annecy, à 35 km de Rochexpo et à 36 km du lac du Bourget, l'établissement Le Continental Beau T2 plein centre + parking propose gratuitement une connexion Wi-Fi et un parking privé. Cet appartement dispose d'un balcon. Cet établissement non-fumeurs se trouve à 41 km du stade de Genève.

Cet appartement comprend une chambre, une télévision par câble à écran plat ainsi qu'une cuisine entièrement équipée avec un lave-vaisselle, un four, un lave-linge, un micro-ondes et un réfrigérateur. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 44 km du jet d'eau et de la gare de Cornavin. L'aéroport de Chambéry-Savoie, le plus proche, est à 41 km."
141,Annecy au calme,14,"11 Chemin Falquet, 74000 Annecy, France",8.2,45.888127,6.1232411,https://www.booking.com/hotel/fr/annecy-tranquille.fr.html,"Situé à Annecy, à seulement 36 km de Rochexpo, l'Annecy au calme propose un hébergement avec vue sur le jardin, connexion Wi-Fi et parking privé gratuits. Offrant une vue sur la ville et la rue calme, il se trouve à 42 km du stade de Genève. Cet établissement non-fumeurs se trouve à 37 km du lac du Bourget.

L'appartement comprend une chambre, un salon avec une télévision à écran plat et des services de streaming, une cuisine entièrement équipée avec un lave-vaisselle et un four ainsi qu'une salle de bains pourvue d'une douche à l'italienne. Les serviettes et le linge de lit sont fournis. Pour plus d'intimité, l'hébergement insonorisé dispose d'une entrée privée.

La région est prisée des amateurs de randonnée. Un service de prêt de vélos est assuré sur place. Vous pourrez également vous détendre dans le jardin.

Vous séjournerez à 45 km du jet d'eau et de la gare de Cornavin. L'aéroport de Chambéry-Savoie, le plus proche, est à 42 km."
142,ibis Annecy Centre Vieille Ville,14,"12 rue de la Gare, 74000 Annecy, France",8.3,45.8982388,6.12250954,https://www.booking.com/hotel/fr/ibis-annecy-centre-vieille-ville.fr.html,"Situé à seulement 700 mètres du lac d’Annecy, l’ibis Annecy Centre Vieille Ville propose une réception ouverte 24h/24, une bagagerie et une connexion Wi-Fi gratuite. Un parking public est accessible à proximité moyennant des frais supplémentaires et sous réserve de disponibilité.

Les chambres sont équipées d'un bureau, d'une armoire et d'une télévision par satellite à écran plat. La salle de bains privative est pourvue d'une douche et d'un sèche-cheveux.

Un petit-déjeuner buffet composé de plats sucrés et salés tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits est servi tous les jours. Des viennoiseries préparées sur place ainsi que des madeleines fraîches sont également proposées. Vous pourrez prendre une boisson chaude et un fruit à emporter. En dehors des horaires habituels, un petit-déjeuner plus léger est proposé à partir de 4h30. De plus, vous pourrez vous détendre en prenant un verre au bar de l’établissement.

L’ibis Annecy Centre Vieille Ville se trouve à seulement 500 mètres de la gare d’Annecy."
143,Le mont veyrier,14,"5 Rue de l'Industrie, 74000 Annecy, France",6.8,45.901203,6.1200259,https://www.booking.com/hotel/fr/le-mont-veyrier.fr.html,"Situé à Annecy, à 36 km du lac du Bourget, à 41 km du stade de Genève et à 44 km du jet d'eau, l'établissement Le mont veyrier propose des hébergements avec une terrasse et une connexion Wi-Fi gratuite. L'établissement se trouve à 45 km de la gare de Cornavin, à 45 km de la cathédrale Saint-Pierre et à 46 km des Nations Unies à Genève. L'établissement se trouve à 35 km de Rochexpo et à moins de 400 mètres du centre-ville.

Cet appartement comprend une chambre séparée, une kitchenette entièrement équipée et une salle de bains. Les serviettes et le linge de lit sont fournis. Cet établissement est non-fumeurs.

Vous séjournerez à 47 km de PalExpo et à 48 km du CERN. L'aéroport de Chambéry-Savoie, le plus proche, est à 41 km."
144,Harmony Studio,14,"14 Avenue de Chambéry, 74000 Annecy, France",9.0,45.899204,6.119429,https://www.booking.com/hotel/fr/harmony-studio.fr.html,"Situé à Annecy, à 6 minutes à pied du château et à 600 mètres du palais de l'Île, l'Harmony Studio propose une connexion Wi-Fi gratuite. Offrant une vue sur la ville, il se trouve à 500 mètres de l'école de communication visuelle Gobelins.

Cet appartement comprend une chambre séparée, une salle de bains ainsi qu'une cuisine entièrement équipée avec un four et un micro-ondes. Il dispose également d'une télévision à écran plat avec Netflix.

L'église Saint-François se trouve à 700 mètres. L'aéroport de Chambéry-Savoie, le plus proche, est implanté à 34 km.

L'établissement dispose d'une place de stationnement dans un parking souterrain privé situé à 500 mètres de l'appartement."
145,La Parenthèse - Annecy- Grande Terrasse - Chambre - Garage,14,"Etage 2 5 Avenue du Pont Neuf, 74960 Annecy, France",9.0,45.8971757,6.1132642,https://www.booking.com/hotel/fr/la-parenthese-annecy-grande-terrasse-chambre.fr.html,"Situé à 35 km du lac du Bourget, à 40 km du stade de Genève et à 44 km du jet d'eau, l'établissement La Parenthèse - Annecy- Grande Terrasse - Chambre - Garage propose un hébergement à Annecy. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi. Cet établissement non-fumeurs se trouve à 34 km de Rochexpo.

Cet appartement comprend une chambre, une salle de bains, du linge de lit, des serviettes, une télévision à écran plat, un coin repas, une cuisine entièrement équipée et une terrasse avec vue sur la montagne. Les logements comprennent une baignoire et un dressing. L'établissement possède un coin repas extérieur.

Vous séjournerez à 44 km de la cathédrale Saint-Pierre et de la gare de Cornavin. L'aéroport de Chambéry-Savoie, le plus proche, est implanté à 41 km."
146,Les Trésoms Lake and Spa Resort,14,"15 Boulevard de la Corniche, 74000 Annecy, France",7.9,45.88969452,6.13690495,https://www.booking.com/hotel/fr/lestresomsannecy.fr.html,"L’hôtel Les Trésoms Lake and Spa Resort vous accueille à côté du lac d’Annecy et à 5 minutes à pied de la plage. Vous pourrez profiter d’une piscine extérieure et d’un spa et centre de bien-être offrant une vue sur le lac.

Les chambres du Trésoms Lake and Spa Resort sont équipées d’une télévision par satellite à écran plat, d’un minibar et d’une connexion Wi-Fi. Toutes les chambres donnent sur le lac ou la forêt, et certaines bénéficient d’un balcon ou d’une terrasse.

Le spa de l’hôtel comprend un sauna, un hammam et 8 salons de soins de beauté. Le SPA est accessible sur réservation au tarif de 20 EUR/heure par personne.

Cet établissement possède 2 restaurants. Offrant une vue sur le lac d'Annecy, la Rotonde vous accueille autour d’une cuisine gastronomique préparée avec des produits frais de saison, et le restaurant L'atelier sert une cuisine originale.

L’hôtel Les Tresoms se trouve à 15 minutes de marche du centre-ville historique et du château d’Annecy. L’aéroport international de Genève se trouve à 51 km, et la gare d’Annecy est située à 2,6 km. Cet établissement dispose de bornes de recharge pour les voitures électriques.

Le parking est disponible moyennant des frais supplémentaires.

Le SPA offre un accès à ses parties communes (Sauna, Hammam et Piscine de balnéothérapie) au tarif de 20 EUR/heure par personne."
147,L'Authentique ~ Lac 1 km ~ Parking gratuit,14,"5 Rue des Fretes, 74000 Annecy, France",8.2,45.9125137,6.1470503,https://www.booking.com/hotel/fr/authentique-lac-1-km-parking-gratuit.fr.html,"Situé à Annecy, L'Authentique ~ Lac 1 km ~ Parking gratuit propose un hébergement avec un balcon. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking sur place. Cet établissement non-fumeurs se trouve à 33 km de Rochexpo.

Cet appartement comprend une chambre, une cuisine entièrement équipée et une salle de bains. Il dispose également d'une télévision à écran plat.

Vous séjournerez à 39 km du lac du Bourget et du stade de Genève."
148,Chalet charm in the heart of the old town - 40m2,14,"3eme étage 2 Faubourg Sainte-Claire, 74000 Annecy, France",9.0,45.89782803,6.12329681,https://www.booking.com/hotel/fr/charme-alpine-au-coeur-de-la-vielle-ville.fr.html,"Situé dans le centre d'Annecy, le Chalet charm in the heart of the old town - 40m2 propose un hébergement avec connexion Wi-Fi gratuite dans un bâtiment historique. Offrant une vue sur la ville, il se trouve à 36 km du lac du Bourget et à 41 km du stade de Genève. Cet établissement non-fumeurs se trouve à 35 km de Rochexpo.

Cet appartement d'une chambre comprend un salon avec une télévision par câble à écran plat, une cuisine entièrement équipée avec un four et un micro-ondes ainsi qu'une salle de bains pourvue d'un sèche-cheveux. Les serviettes et le linge de lit sont fournis.

En été, vous pourrez pratiquer des sports d'hiver dans les environs.

Vous séjournerez à 44 km du jet d'eau et à 45 km de la gare de Cornavin. L'aéroport le plus proche, celui de Chambéry-Savoie, est situé à 41 km. Un service de navette aéroport peut être assuré moyennant des frais supplémentaires."
149,Les Quais d'Annecy,14,"5 Avenue de Chevene, 74000 Annecy, France",8.2,45.90112139,6.11908833,https://www.booking.com/hotel/fr/blue-lagoon-modern-room.fr.html,"Offrant une vue sur la ville, l'hébergement Les Quais d'Annecy est situé à Annecy, à 36 km du lac du Bourget et à 41 km du stade de Genève. Pour votre confort, l'appartement possède une entrée privée. L'établissement se trouve à 35 km de Rochexpo et à moins de 400 mètres du centre-ville.

Revêtus de parquet, les logements comprennent un coin repas, une télévision à écran plat avec des services de streaming ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux. Vous bénéficierez d'une connexion Wi-Fi gratuite. Certaines chambres possèdent une terrasse. Le linge de lit et les serviettes sont fournis.

La région est prisée pour pratiquer la randonnée. Un service de location de voitures est assuré sur place.

Vous séjournerez à 44 km du jet d'eau et de la gare de Cornavin. L'aéroport le plus proche, celui de Chambéry-Savoie, est situé à 41 km. Un service de navette aéroport peut être assuré moyennant des frais supplémentaires."
150,Appartement centre-ville Annecy,14,"36 Rue Vaugelas, 74000 Annecy, France",9.0,45.9013194,6.1231012,https://www.booking.com/hotel/fr/appartement-centre-ville-annecy-annecy.fr.html,"Situé à Annecy, à 36 km du lac du Bourget et à 41 km du stade de Genève, l'Appartement centre-ville Annecy offre une vue sur la ville et dispose d'une connexion Wi-Fi gratuite. Vous séjournerez à 45 km du jet d'eau, de la gare de Cornavin et de la cathédrale Saint-Pierre. Il se trouve à 200 mètres du centre-ville et à 35 km de Rochexpo.

Cet appartement comprend une chambre, un salon, une télévision à écran plat, une cuisine équipée avec un coin repas ainsi qu'une salle de bains pourvue d'une douche et d'un lave-linge. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de maison moyennant des frais supplémentaires. Pour plus d'intimité, l'hébergement dispose d'une entrée privée.

Vous séjournerez à 47 km des Nations Unies et du parc des expositions PalExpo. L'aéroport de Chambéry-Savoie, le plus proche, est à 41 km."
151,LOVERCHY,14,"41 bis Avenue de Loverchy, 74000 Annecy, France",8.6,45.89449784,6.11901322,https://www.booking.com/hotel/fr/loverchy.fr.html,"Situé à 44 km du jet d'eau, de la gare de Cornavin et de la cathédrale Saint-Pierre, le LOVERCHY propose un hébergement à Annecy. Doté d'un parking privé gratuit, il se trouve à 35 km de Rochexpo et à 36 km du lac du Bourget. Cet établissement non-fumeurs se trouve à 41 km du stade de Genève.

Cet appartement comprend une chambre, une cuisine entièrement équipée et une salle de bains. Il dispose également d'une télévision à écran plat.

En été, vous pourrez pratiquer des sports d'hiver dans les environs.

Vous pourrez pratiquer diverses activités à Annecy et dans les environs, telles que la randonnée.

Le LOVERCHY se trouve à 46 km des Nations Unies à Genève et de PalExpo. L'aéroport de Chambéry-Savoie, le plus proche, est à 41 km."
152,Highly recommended apartment steps from the lake,14,"5 Rue du Pâquier, 74000 Annecy, France",9.3,45.901008,6.126982,https://www.booking.com/hotel/fr/annecy-vacation-apartment-rental.fr.html,"Le Highly recommended apartment steps from the lake est situé dans la vieille ville d'Annecy, à 38 km du lac du Bourget, du stade de Genève et à 42 km du jet d'eau. Il propose un service d'enregistrement et de départ privés, un parking à vélos et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. L'établissement se trouve à 33 km de Rochexpo et à moins de 300 mètres du centre-ville.

Cet appartement comprend une chambre, une télévision par satellite à écran plat, une kitchenette entièrement équipée avec un micro-ondes et un grille-pain, ainsi qu'une salle de bains pourvue d'une douche. Les serviettes et le linge de lit sont fournis. Pour plus d'intimité, l'hébergement dispose d'une entrée privée.

En été, vous pourrez pratiquer des sports d'hiver dans les environs.

Vous pourrez pratiquer diverses activités à Annecy et dans les environs, telles que le vélo.

Vous séjournerez à 42 km de la cathédrale Saint-Pierre et de la gare de Cornavin."
153,Le studio d'Alery - au coeur de la ville - 16Bis,14,"12 Avenue d'Aléry, 74000 Annecy, France",9.3,45.8998079,6.1192893,https://www.booking.com/hotel/fr/mon-petit-studio-a-annecy.fr.html,"Le studio d'Alery - au coeur de la ville - 16Bis est situé dans le centre-ville d'Annecy, à 41 km du stade de Genève, à 44 km du jet d'eau et de la gare de Cornavin. Situé à 36 km du lac du Bourget, il dispose d'une connexion Wi-Fi gratuite et d'un ascenseur. Il se trouve à 400 mètres du centre-ville et à 35 km de Rochexpo.

Cet appartement récemment rénové comprend une chambre ainsi qu'une cuisine entièrement équipée avec un micro-ondes, un grille-pain et une machine à café. Les serviettes et le linge de lit sont fournis. Cet établissement est non-fumeurs.

Vous séjournerez à 44 km de la cathédrale Saint-Pierre et à 46 km des Nations Unies à Genève. L'aéroport de Chambéry-Savoie, le plus proche, est à 41 km."
154,appart du Vernay,14,"2 16 Rue du Vernay, 74000 Annecy, France",8.6,45.90793727,6.11140081,https://www.booking.com/hotel/fr/appartement-lumineux-et-confortable-annecy.fr.html,"L'Appart du Vernay est situé à Annecy, à 36 km du lac du Bourget, à 41 km du stade de Genève et à 44 km du jet d'eau. Il se trouve à 44 km de la gare de Cornavin, de la cathédrale Saint-Pierre et de l'Organisation des Nations Unies à Genève. Vous bénéficierez d'une connexion Wi-Fi gratuite dans l'ensemble des locaux. Rochexpo se trouve à 35 km.

Cet appartement comprend une chambre, une télévision à écran plat, un coin salon et une salle de bains pourvue d'une douche à l'italienne. Sa cuisine est équipée d'un four et d'un micro-ondes. Les serviettes et le linge de lit sont fournis. Pour plus d'intimité, l'hébergement dispose d'une entrée privée.

Vous séjournerez à 46 km de PalExpo et à 48 km du CERN. L'aéroport de Chambéry-Savoie, le plus proche, est implanté à 41 km."
155,Gite urbain AU 2BIS - Annecy,14,"2bis Rue Sainte-Claire, 74000 Annecy, France",9.3,45.898616,6.125785,https://www.booking.com/hotel/fr/gite-urbain-au-2bis.fr.html,"Bénéficiant d'une connexion Wi-Fi gratuite, le Gite urbain AU 2BIS - Annecy offre une vue sur la rivière et les montagnes, et propose un hébergement indépendant à Annecy, à seulement 90 mètres du palais de l'Isle et à 1 minute à pied du château d'Annecy. L'hébergement se trouve également à 800 mètres du musée du film d'animation.

L'appartement est composé d'une chambre séparée, d'un salon, d'une cuisine entièrement équipée avec un lave-vaisselle ainsi que d'une salle de bains pourvue d'une douche à l'italienne. Une télévision à écran plat est aussi fournie.

Le lac d'Annecy et la piste cyclable vous attendent à 300 mètres de l'hébergement. L'aéroport de Chambéry-Savoie, le plus proche, est distant de 44 km. L'aéroport de Genève est implanté à 41 minutes de route."
156,Annecy coeur de ville et du lac,14,"23 Côte Perrière, 74000 Annecy, France",9.1,45.89660009,6.12805738,https://www.booking.com/hotel/fr/annecy-coeur-de-ville-et-du-lac.fr.html,"Situé dans le centre d'Annecy, à 36 km de Rochexpo et à 37 km du lac du Bourget, l'Annecy coeur de ville et du lac propose des hébergements avec connexion Wi-Fi et parking privé gratuits. Offrant une vue sur la montagne et le jardin, il se trouve à 42 km du stade de Genève. La réception est ouverte 24h/24.

L'appartement comprend une chambre, un salon avec une télévision à écran plat et des services de streaming, une cuisine entièrement équipée avec un four et un micro-ondes ainsi qu'une salle de bains pourvue d'une douche à l'italienne. Les serviettes et le linge de lit sont fournis. Cet appartement est non-fumeurs et hypoallergénique.

Vous pourrez pratiquer diverses activités à Annecy et dans les environs, telles que la pêche. Vous pourrez pratiquer le ski, la planche à voile et la plongée dans les environs. L'Annecy coeur de ville et du lac possède une école de ski.

Vous séjournerez à 45 km du jet d'eau et de la gare de Cornavin. L'aéroport de Chambéry-Savoie, le plus proche, est implanté à 42 km."
